what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1396675159715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1396675160445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396675172451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396675295876
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1396675297385
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1396675301504
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1396675305844
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1396675305872
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1396675307449
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1396675307449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396675309230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396675311677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396675316013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396675323230
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1396675323242
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1396675326579
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1396675326608
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1396675358373
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1396675360578
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1396675362940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396675378055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396675426139
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1396675426221
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1396675430304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396675459629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396675599125
